Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Current_Age
Tata Nano Cx,Jaipur,2010,57000,Petrol,Manual,First,26.0,624.0,103.6,4.0,0.5,14
Maruti Ciaz ZDi Plus,Kolkata,2015,62144,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,5.75,9
Hyundai Verna CRDi 1.6 SX Option,Pune,2017,50000,Diesel,Manual,First,22.0,1582.0,126.2,5.0,11.5,7
Hyundai EON Era Plus,Jaipur,2015,38000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.75,9
BMW 5 Series 2013-2017 520d Luxury Line,Chennai,2016,30000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,31.5,8
Honda Brio S MT,Kochi,2016,38735,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.92,8
Maruti Ritz VDi,Pune,2012,23598,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.52,12
BMW 3 Series 320d Prestige,Chennai,2014,70000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,17.55,10
Maruti Swift Dzire LDI,Pune,2016,39000,Diesel,Manual,First,26.59,1248.0,103.6,5.0,5.8,8
Maruti Swift Dzire VDI,Hyderabad,2013,84175,Diesel,Manual,First,23.4,1248.0,103.6,5.0,6.95,11
Renault Scala RxL,Kolkata,2013,45000,Petrol,Manual,First,16.95,1498.0,97.6,5.0,2.4,11
Chevrolet Cruze LTZ AT,Mumbai,2013,59302,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,5.25,11
Maruti Swift Dzire ZXi,Ahmedabad,2012,55002,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25,12
Tata Indigo CS LX (TDI) BS III,Jaipur,2008,128813,Diesel,Manual,First,19.09,1396.0,103.6,5.0,1.5,16
Hyundai Grand i10 CRDi Sportz,Jaipur,2016,46522,Diesel,Manual,First,24.0,1120.0,103.6,5.0,4.5,8
Tata Indica Vista Quadrajet LS,Pune,2014,180000,Diesel,Manual,First,22.3,1248.0,103.6,5.0,2.5,10
Ford Fiesta 1.4 TDCi EXI,Chennai,2006,89326,Diesel,Manual,Third,17.8,1399.0,103.6,5.0,1.55,18
Renault Duster 85PS Diesel RxE,Pune,2016,54000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,6.5,8
BMW 5 Series 520d Sedan,Pune,2012,95000,Diesel,Automatic,Second,18.48,1497.0,103.6,5.0,18.0,12
Hyundai Grand i10 CRDi SportZ Edition,Kochi,2015,66337,Diesel,Manual,First,24.0,1120.0,103.6,5.0,4.96,9
Honda Brio S MT,Bangalore,2012,60000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25,12
Audi A4 1.8 TFSI,Kolkata,2010,38001,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,8.5,14
Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,Petrol,Manual,Second,24.7,796.0,47.3,5.0,2.75,10
Hyundai Verna Transform SX VTVT,Bangalore,2011,61000,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,3.4,13
Maruti Ertiga ZDI,Hyderabad,2013,120000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0,11
Chevrolet Optra Magnum 1.6 LT ABS BS3,Kochi,2012,71787,Petrol,Manual,First,12.9,1598.0,102.5,5.0,3.21,12
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2016,11554,Diesel,Manual,First,19.67,1582.0,126.2,5.0,14.25,8
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2014,90000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,6.5,10
Honda City i VTEC SV,Kolkata,2014,48104,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.49,10
Hyundai Getz GLS ABS,Pune,2005,91000,Petrol,Manual,Third,16.8,1341.0,103.6,5.0,0.8,19
Hyundai Grand i10 AT Asta,Coimbatore,2015,33931,Petrol,Automatic,Second,18.9,1197.0,103.6,5.0,5.91,9
Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,2019,13916,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.44,5
Hyundai Grand i10 Sportz,Jaipur,2015,14000,Petrol,Manual,First,18.9,1197.0,103.6,5.0,4.6,9
Hyundai i20 Asta 1.2,Coimbatore,2016,17560,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.21,8
Renault Duster 85PS Diesel RxL,Pune,2016,60000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,8.0,8
Maruti Swift Dzire VDi,Hyderabad,2009,88096,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,3.5,15
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2008,178280,Diesel,Manual,First,12.8,2494.0,102.0,8.0,5.9,16
Tata Nano Twist XT,Coimbatore,2015,19963,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.74,9
Ford Figo 2015-2019 1.2P Sports Edition MT,Mumbai,2019,1000,Petrol,Manual,First,18.12,1196.0,86.8,5.0,6.8,5
Hyundai i20 1.2 Asta Option,Jaipur,2017,8000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.5,7
Honda BRV i-VTEC V MT,Pune,2016,9200,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.0,8
Honda Amaze S Diesel,Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,5.99,9
Hyundai Creta 1.6 CRDi SX,Mumbai,2017,27000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.9,7
Maruti Baleno Zeta 1.2,Delhi,2018,22900,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.0,6
Audi Q5 2.0 TDI Technology,Hyderabad,2014,50000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,35.0,10
Honda Amaze S i-DTEC,Jaipur,2015,60207,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.5,9
BMW X5 3.0d,Coimbatore,2010,101119,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,18.46,14
Ford Figo Petrol Titanium,Jaipur,2010,42000,Petrol,Manual,First,15.6,1196.0,103.6,5.0,2.4,14
Maruti Wagon R VXI,Pune,2002,93000,Petrol,Manual,Third,18.9,998.0,67.1,5.0,1.0,22
Hyundai i10 Era,Ahmedabad,2012,60000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.65,12
Skoda Rapid 1.5 TDI AT Elegance,Kochi,2015,66122,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,5.96,9
Porsche Panamera Diesel,Kolkata,2015,25100,Diesel,Automatic,First,17.85,2967.0,300.0,4.0,75.0,9
Mercedes-Benz CLA 200 Sport Edition,Kochi,2017,24733,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,27.15,7
Audi A6 2.8 FSI,Ahmedabad,2008,41000,Petrol,Automatic,Second,10.4,2773.0,201.0,5.0,10.5,16
Maruti Ciaz ZXi Plus,Chennai,2015,30000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.7,9
Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,36000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,4.9,11
Mahindra Bolero mHAWK D70 ZLX,Hyderabad,2017,40279,Diesel,Manual,First,16.5,1493.0,103.6,7.0,8.0,7
Maruti Alto K10 VXI,Kochi,2018,46805,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.63,6
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,60000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,4.8,9
Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.25,7
Maruti Swift 1.3 VXi,Kolkata,2014,32986,Petrol,Manual,First,16.1,1497.0,103.6,5.0,4.24,10
Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2018,51530,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,30.27,6
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2013,81456,Diesel,Manual,First,15.8,2148.0,170.0,5.0,14.25,11
Hyundai i10 Sportz AT,Ahmedabad,2012,37229,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.41,12
Honda City 1.5 S MT,Delhi,2009,73200,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.78,15
Skoda Octavia Elegance 2.0 TDI AT,Ahmedabad,2015,71826,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,15.5,9
Tata Indica V2 eLS,Chennai,2017,129000,Diesel,Manual,First,25.0,1396.0,103.6,5.0,3.0,7
Maruti Wagon R VXi BSII,Pune,2012,82000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.3,12
Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.28,7
Maruti A-Star Lxi,Hyderabad,2009,61964,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.25,15
Maruti Wagon R LXI,Kochi,2011,15466,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.36,13
Honda Mobilio E i VTEC,Kolkata,2014,23000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,4.25,10
Hyundai i10 Magna,Coimbatore,2012,43766,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.3,12
Skoda Superb 3.6 V6 FSI,Hyderabad,2010,54000,Petrol,Automatic,First,0.0,3597.0,262.6,5.0,6.0,14
Hyundai i20 1.4 Sportz,Coimbatore,2018,18521,Diesel,Manual,First,22.54,1396.0,88.73,5.0,9.18,6
Maruti Celerio ZXI Optional,Hyderabad,2017,26400,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.99,7
Skoda Laura 1.8 TSI Ambiente,Pune,2011,31900,Petrol,Manual,First,13.4,1798.0,157.8,5.0,3.75,13
Ford Figo Diesel LXI,Chennai,2010,39000,Diesel,Manual,First,20.0,1399.0,103.6,5.0,2.5,14
Honda Jazz 1.5 VX i DTEC,Hyderabad,2016,45671,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.2,8
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,2016,39500,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,29.5,8
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2015,54000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,17.55,9
Volvo S60 D3,Chennai,2012,20000,Diesel,Automatic,First,18.5,1985.0,163.0,5.0,12.0,12
Audi A8 L 3.0 TDI quattro,Bangalore,2009,55000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,13.5,15
Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,48000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,5.1,10
BMW 3 Series 320d,Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,10.3,13
Hyundai Verna 1.6 SX,Delhi,2014,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.7,10
Maruti Wagon R VXI,Kochi,2014,41994,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.41,10
Ford Figo Diesel EXI,Hyderabad,2010,108882,Diesel,Manual,Second,20.0,1399.0,103.6,5.0,2.4,14
Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,Petrol,Manual,First,18.15,1198.0,103.6,6.0,5.6,7
Tata Indigo LS,Pune,2006,160000,Diesel,Manual,First,17.0,1405.0,103.6,5.0,1.0,18
Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,8.2,7
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,27.5,9
Maruti Wagon R VXI 1.2,Jaipur,2015,64876,Petrol,Manual,First,21.5,1197.0,81.8,5.0,3.5,9
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.34,7
Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2006,89869,Diesel,Manual,First,12.7,2609.0,116.6,8.0,3.25,18
Hyundai Tucson CRDi,Jaipur,2007,103515,Diesel,Manual,Third,12.6,1991.0,112.0,7.0,5.0,17
Hyundai Santro Xing GLS,Hyderabad,2008,68282,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.25,16
Porsche Panamera Diesel 250hp,Kochi,2014,60033,Diesel,Automatic,First,18.18,2967.0,250.0,4.0,51.52,10
Maruti Vitara Brezza VDi Option,Kochi,2018,51921,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.62,6
Maruti Swift Dzire VDI,Mumbai,2017,18414,Diesel,Manual,First,23.4,1248.0,103.6,5.0,7.25,7
Honda Amaze V Petrol,Kochi,2016,40866,Petrol,Manual,First,19.5,1199.0,86.76,5.0,5.47,8
Jaguar XF 2.2 Litre Luxury,Pune,2014,55001,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,31.0,10
Mini Cooper Convertible S,Kochi,2017,20469,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,35.98,7
Hyundai EON Era Plus,Jaipur,2017,8500,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.42,7
Audi A6 3.0 TDI quattro,Ahmedabad,2008,45000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,11.5,16
Hyundai i20 Active 1.2 SX Dual Tone,Pune,2016,6000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,7.25,8
Maruti Swift AMT DDiS VDI,Chennai,2018,11000,Diesel,Manual,First,28.4,1248.0,103.6,5.0,8.0,6
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2015,80064,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.33,9
Maruti Wagon R VXI BS IV with ABS,Kolkata,2016,29930,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.35,8
Volkswagen Vento 1.5 TDI Highline,Mumbai,2013,49105,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.4,11
Toyota Etios VX,Kolkata,2012,55000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,2.99,12
Honda Jazz 1.2 SV i VTEC,Bangalore,2015,23000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.6,9
Volkswagen CrossPolo 1.5 TDI,Coimbatore,2016,54727,Diesel,Manual,First,20.14,1498.0,88.73,5.0,6.63,8
Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,Diesel,Manual,First,21.66,1498.0,108.62,5.0,7.9,6
Honda City V MT Exclusive,Kochi,2015,53442,Petrol,Manual,First,16.8,1497.0,116.3,5.0,7.0,9
Honda Brio VX AT,Hyderabad,2014,28000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.95,10
Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,13412,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,9.19,7
Hyundai Verna CRDi,Hyderabad,2011,70000,Diesel,Manual,First,16.8,1493.0,110.0,5.0,5.1,13
Hyundai i20 Active S Diesel,Jaipur,2015,81310,Diesel,Manual,First,21.19,1396.0,88.76,5.0,5.9,9
Maruti Baleno Alpha CVT,Kochi,2019,13574,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.51,5
Honda CR-V 2.4L 4WD MT,Mumbai,2008,75000,Petrol,Manual,Second,11.1,2354.0,158.8,5.0,3.9,16
Maruti Swift Dzire VXI,Coimbatore,2014,58310,Petrol,Manual,Second,19.1,1197.0,85.8,5.0,5.39,10
Maruti Swift Dzire VDi,Pune,2009,90000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,3.0,15
Maruti Swift Dzire ZDI,Jaipur,2012,83000,Diesel,Manual,First,23.4,1248.0,103.6,5.0,4.3,12
Maruti Swift Dzire ZXI,Jaipur,2017,37282,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.75,7
Hyundai Grand i10 Sportz,Jaipur,2017,23000,Petrol,Manual,First,18.9,1197.0,103.6,5.0,4.5,7
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2010,82000,Diesel,Manual,First,17.8,1399.0,103.6,5.0,2.75,14
Hyundai Verna 1.6 CRDi S,Chennai,2016,31000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,9.0,8
Maruti Wagon R Vx,Jaipur,2001,200000,Petrol,Manual,First,12.0,1497.0,103.6,5.0,0.7,23
Ford Figo Diesel EXI,Delhi,2014,45001,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,2.55,10
Tata Manza Aqua Quadrajet BS IV,Coimbatore,2014,50446,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.54,10
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,89000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.25,15
Maruti Alto LX BSIII,Ahmedabad,2007,72000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.2,17
BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,19.5,11
Mahindra XUV500 W8 2WD,Bangalore,2015,76000,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,12.0,9
Maruti Ritz VDi,Hyderabad,2012,78401,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.9,12
Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.13,7
Maruti Eeco 7 Seater Standard,Pune,2011,45000,Petrol,Manual,First,15.1,1196.0,103.6,7.0,2.25,13
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2012,83000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.25,12
Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2017,50170,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.79,7
Maruti Wagon R LXI,Mumbai,2010,37822,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.35,14
Maruti Celerio ZDi,Kolkata,2015,33517,Diesel,Manual,First,27.62,793.0,103.6,5.0,3.1,9
Hyundai Santa Fe 2WD AT,Delhi,2014,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,12.9,10
Hyundai EON D Lite Plus Option,Kolkata,2017,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,7
Hyundai i20 Sportz 1.2,Delhi,2013,92408,Petrol,Manual,First,18.5,1197.0,82.85,5.0,3.65,11
Hyundai Verna 1.6 SX VTVT (O),Bangalore,2014,45000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,7.5,10
Honda Brio S Option MT,Kochi,2013,33793,Petrol,Manual,First,18.4,1198.0,86.8,5.0,3.74,11
Maruti Swift VXI Optional,Kochi,2017,26327,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.86,7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,20604,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.62,6
Maruti Swift VDI Optional,Coimbatore,2018,61386,Diesel,Manual,First,25.2,1248.0,103.6,5.0,7.05,6
Maruti Swift AMT VDI,Delhi,2018,11500,Diesel,Automatic,First,28.4,1248.0,103.6,5.0,7.5,6
Chevrolet Beat Diesel LS,Chennai,2012,58000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.1,12
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,38000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,11.6,10
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2012,49000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,19.25,12
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,Diesel,Manual,First,13.68,2393.0,147.8,8.0,17.92,7
Hyundai i10 Sportz,Kolkata,2016,7000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.6,8
Honda Amaze S i-DTEC,Ahmedabad,2014,20000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.5,10
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,Diesel,Manual,First,21.9,1396.0,88.76,5.0,7.4,7
Mercedes-Benz GLE 350d,Coimbatore,2018,30706,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,59.29,6
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,Diesel,Manual,First,12.05,2179.0,120.0,7.0,5.5,13
Hyundai Getz GLE,Bangalore,2006,44000,Petrol,Manual,Second,15.3,1341.0,103.6,5.0,1.75,18
Maruti Baleno Alpha,Mumbai,2016,12208,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.75,8
Chevrolet Optra Magnum 2.0 LT,Chennai,2011,55000,Diesel,Manual,First,16.52,1991.0,123.7,5.0,3.95,13
Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.2,13
Honda City 1.5 V MT,Hyderabad,2016,28414,Petrol,Manual,First,17.0,1497.0,118.0,5.0,8.4,8
Volkswagen Polo GT TSI,Mumbai,2017,27853,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,8.25,7
Honda Brio E MT,Bangalore,2013,55116,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.31,11
Maruti Swift Dzire VDI,Ahmedabad,2017,26000,Diesel,Manual,First,26.59,1248.0,103.6,5.0,7.5,7
Honda City 1.5 V MT Exclusive,Pune,2012,45496,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.75,12
Mahindra Ssangyong Rexton RX7,Pune,2013,76000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,8.79,11
Skoda Superb Elegance 1.8 TSI MT,Pune,2014,136000,Petrol,Manual,First,13.1,1798.0,157.75,5.0,9.5,10
Hyundai Santro GLS II - Euro II,Pune,2009,100000,Petrol,Manual,First,0.0,1497.0,103.6,5.0,1.6,15
Maruti Alto LXi,Kolkata,2010,38127,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.55,14
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,2014,82450,Diesel,Manual,First,23.0,1396.0,103.6,5.0,5.85,10
Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,2014,62497,Petrol,Manual,First,15.8,1499.0,110.0,5.0,7.52,10
Nissan Micra Diesel XV,Hyderabad,2011,86732,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.6,13
Honda Brio E MT,Kochi,2016,27969,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.73,8
Mahindra Ssangyong Rexton RX7,Delhi,2013,66372,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,10.5,11
BMW 7 Series 730Ld Sedan,Coimbatore,2013,73525,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,34.54,11
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.07,6
Maruti Baleno Delta 1.2,Coimbatore,2018,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.76,6
Mahindra Xylo E8 ABS BS IV,Coimbatore,2016,49176,Diesel,Manual,First,11.68,2498.0,112.0,8.0,7.46,8
Renault Fluence Diesel E4,Delhi,2012,87510,Diesel,Manual,First,21.8,1461.0,103.6,5.0,3.49,12
Hyundai i20 1.2 Magna,Coimbatore,2012,38214,Petrol,Manual,Second,18.5,1197.0,103.6,5.0,4.05,12
Mitsubishi Pajero 2.8 SFX,Kochi,2013,48986,Diesel,Manual,First,10.5,2835.0,107.2,6.0,11.88,11
Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2011,88000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,6.45,13
BMW X5 X5 M,Pune,2015,69002,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,50.0,9
BMW 3 Series 2005-2011 325i Sedan,Pune,2011,43706,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,9.0,13
Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.25,8
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,49404,Diesel,Manual,First,18.49,1493.0,100.0,7.0,7.36,7
Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,2010,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4.4,14
Renault KWID RXT,Mumbai,2016,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.1,8
Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999.0,103.6,5.0,4.28,7
Maruti Swift VXi BSIV,Pune,2017,12000,Petrol,Manual,First,16.1,1197.0,103.6,5.0,5.5,7
Skoda Laura 1.9 TDI AT Ambiente,Kolkata,2012,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,6.99,12
Maruti Alto 800 2016-2019 VXI,Coimbatore,2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,4.29,6
Maruti Swift VXI,Delhi,2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.2,10
Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,Diesel,Manual,First,23.0,1396.0,103.6,5.0,4.11,12
Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,18.75,9
Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,64.95,7
Hyundai i10 Era,Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.59,14
Maruti Wagon R LXI Optional,Kolkata,2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.6,8
Honda City i VTEC V,Kochi,2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,7.87,7
Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.55,6
Honda City i DTEC VX,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,6.4,10
Maruti Swift Dzire VXi,Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,2.65,15
Maruti Swift Dzire ZXi,Delhi,2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,5.5,9
Mahindra XUV500 W8 2WD,Kochi,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.31,11
Maruti Ciaz ZDi Plus SHVS,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.1,8
Hyundai Verna 1.6 SX CRDi (O),Kochi,2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.83,8
Hyundai Accent CRDi,Mumbai,2005,150000,Diesel,Manual,First,13.1,1493.0,103.6,5.0,0.85,19
Honda Brio S MT,Mumbai,2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.55,10
Hyundai i20 Active 1.2 SX,Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.19,7
BMW 3 Series 320d Sport Line,Pune,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.0,6
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,13.0,9
Volkswagen Polo Petrol Highline 1.6L,Chennai,2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,3.29,13
Maruti Swift VXi BSIV,Pune,2015,13769,Petrol,Manual,Second,16.1,1197.0,103.6,5.0,4.41,9
Renault Duster 110PS Diesel RxZ,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.99,11
